Country,Price,Size,Status,Marketplace,Reference,Moy_prix_by_size
Nabeul,1200.0,200.0,L,Tunisie-annonce TN,2810385,6.0
Tunis,350.0,60.0,L,Tunisie-annonce TN,2831767,5.833333333333333
Ariana,250000.0,171.0,V,Jumia TN,L-TN-00154525,1461.9883040935672
Nabeul,900.0,120.0,L,Tunisie-annonce TN,2595776,7.5
Sousse,380000.0,150.0,V,Jumia TN,L-TN-00105952,2533.3333333333335
Sousse,100.0,100.0,L,Tunisie-annonce TN,2807763,1.0
Nabeul,1150.0,70.0,L,Tunisie-annonce TN,2663027,16.428571428571427
Ben arous,250000.0,158.0,V,Jumia TN,L-TN-00163498,1582.2784810126582
Tunis,1800.0,42.0,L,Tunisie-annonce TN,2815985,42.857142857142854
Banlieue Nord,415000.0,160.0,V,Jumia TN,L-TN-00137327,2593.75
Nabeul,900.0,73.0,L,Tunisie-annonce TN,2831759,12.32876712328767
Sousse,850000.0,220.0,V,Jumia TN,L-TN-00126519,3863.6363636363635
Ariana,381250.0,140.0,V,Jumia TN,L-TN-00136435,2723.214285714286
Banlieue Nord,2400.0,220.0,L,Tunisie-annonce TN,2775693,10.909090909090908
Ben arous,150000.0,88.0,V,Jumia TN,L-TN-00133102,1704.5454545454545
Ariana,1200.0,390.0,L,Tunisie-annonce TN,2776184,3.076923076923077
Sousse,55000.0,85.0,V,Jumia TN,L-TN-00156940,647.0588235294117
Nabeul,1300.0,90.0,L,Tunisie-annonce TN,2806777,14.444444444444445
Bizerte,120000.0,90.0,V,Jumia TN,L-TN-00146443,1333.3333333333333
Nabeul,350000.0,113.0,V,Jumia TN,L-TN-00101102,3097.3451327433627
Sousse,190000.0,116.0,V,Jumia TN,L-TN-00155696,1637.9310344827586
Banlieue Nord,250.0,250.0,L,Tunisie-annonce TN,2818725,1.0
Banlieue Nord,2000.0,300.0,L,Tunisie-annonce TN,2721933,6.666666666666667
Sousse,200000.0,110.0,V,Jumia TN,L-TN-00153631,1818.1818181818182
Banlieue Nord,130000.0,40.0,V,Jumia TN,L-TN-00131249,3250.0
Ariana,1300.0,120.0,L,Tunisie-annonce TN,2807960,10.833333333333334
Tunis,1000.0,145.0,L,Tunisie-annonce TN,2829272,6.896551724137931
Banlieue Nord,400000.0,250.0,V,Jumia TN,L-TN-00134312,1600.0
Tunis,600.0,70.0,L,Tunisie-annonce TN,2796022,8.571428571428571
Sousse,168000.0,130.0,V,Jumia TN,L-TN-00156932,1292.3076923076924
Ben arous,135000.0,110.0,V,Jumia TN,L-TN-00132952,1227.2727272727273
Banlieue Nord,2000.0,128.0,L,Tunisie-annonce TN,2739129,15.625
Sousse,330000.0,100.0,V,Jumia TN,L-TN-00120904,3300.0
Banlieue Nord,195000.0,67.0,V,Jumia TN,L-TN-00135593,2910.4477611940297
Banlieue Nord,850.0,110.0,L,Tunisie-annonce TN,2830528,7.7272727272727275
Nabeul,155000.0,141.0,V,Jumia TN,L-TN-00145703,1099.290780141844
Ariana,850.0,80.0,L,Tunisie-annonce TN,2705974,10.625
Banlieue Nord,465000.0,141.0,V,Jumia TN,L-TN-00111422,3297.872340425532
Tunis,900.0,70.0,L,Tunisie-annonce TN,2823236,12.857142857142858
Sousse,180000.0,119.0,V,Jumia TN,L-TN-00122888,1512.6050420168067
Banlieue Nord,1500.0,165.0,L,Tunisie-annonce TN,2742498,9.090909090909092
Ben arous,190000.0,137.0,V,Jumia TN,L-TN-00113669,1386.8613138686133
Banlieue Nord,3000.0,70.0,L,Tunisie-annonce TN,2681273,42.857142857142854
Banlieue Nord,190000.0,76.0,V,Jumia TN,L-TN-00153118,2500.0
Nabeul,550.0,160.0,L,Tunisie-annonce TN,2720991,3.4375
Banlieue Nord,120000.0,100.0,V,Jumia TN,L-TN-00135488,1200.0
Ariana,750.0,120.0,L,Tunisie-annonce TN,2785116,6.25
Ariana,470000.0,200.0,V,Jumia TN,L-TN-00140799,2350.0
Nabeul,120.0,70.0,L,Tunisie-annonce TN,2824955,1.7142857142857142
Banlieue Nord,450000.0,306.0,V,Jumia TN,L-TN-00112112,1470.5882352941176
Banlieue Nord,5000.0,285.0,L,Tunisie-annonce TN,2738629,17.54385964912281
Banlieue Nord,1500.0,160.0,L,Tunisie-annonce TN,2820649,9.375
Ariana,470000.0,179.0,V,Jumia TN,L-TN-00150538,2625.6983240223462
Banlieue Nord,197000.0,135.0,V,Jumia TN,L-TN-00148682,1459.2592592592594
Jendouba,350.0,120.0,L,Tunisie-annonce TN,2123505,2.9166666666666665
Banlieue Nord,270000.0,148.0,V,Jumia TN,L-TN-00134247,1824.3243243243244
Ben arous,2000.0,300.0,L,Tunisie-annonce TN,2811910,6.666666666666667
Nabeul,200.0,120.0,L,Tunisie-annonce TN,2824059,1.6666666666666667
Ariana,200000.0,85.0,V,Jumia TN,L-TN-00136311,2352.9411764705883
Banlieue Nord,276000.0,120.0,V,Jumia TN,L-TN-00149274,2300.0
Nabeul,450000.0,180.0,V,Jumia TN,L-TN-00122011,2500.0
Banlieue Nord,1450000.0,362.0,V,Jumia TN,L-TN-00142204,4005.524861878453
Banlieue Nord,8000.0,1000.0,L,Tunisie-annonce TN,2494315,8.0
Banlieue Nord,6000.0,700.0,L,Tunisie-annonce TN,2493955,8.571428571428571
Sousse,180000.0,115.0,V,Jumia TN,L-TN-00156635,1565.2173913043478
Ariana,600.0,15.0,L,Tunisie-annonce TN,2831792,40.0
Banlieue Nord,330000.0,110.0,V,Jumia TN,L-TN-00126496,3000.0
Ariana,264000.0,110.0,V,Jumia TN,L-TN-00136488,2400.0
Ben arous,400.0,100.0,L,Tunisie-annonce TN,2824747,4.0
Ariana,110000.0,70.0,V,Jumia TN,L-TN-00154599,1571.4285714285713
Banlieue Nord,7500.0,1000.0,L,Tunisie-annonce TN,2818561,7.5
Sousse,180000.0,120.0,V,Jumia TN,L-TN-00137634,1500.0
Banlieue Nord,1350.0,150.0,L,Tunisie-annonce TN,2797181,9.0
Ben arous,550.0,100.0,L,Tunisie-annonce TN,2825731,5.5
Banlieue Nord,900.0,100.0,L,Tunisie-annonce TN,2797175,9.0
Tunis,1000.0,70.0,L,Tunisie-annonce TN,2802251,14.285714285714286
Banlieue Nord,800.0,70.0,L,Tunisie-annonce TN,2824991,11.428571428571429
Banlieue Nord,1200.0,150.0,L,Tunisie-annonce TN,2824987,8.0
Ariana,4000.0,600.0,L,Tunisie-annonce TN,2776821,6.666666666666667
Tunis,1400.0,150.0,L,Tunisie-annonce TN,2824966,9.333333333333334
Banlieue Nord,5000.0,280.0,L,Tunisie-annonce TN,2679773,17.857142857142858
Nabeul,100.0,60.0,L,Tunisie-annonce TN,2686627,1.6666666666666667
Banlieue Nord,2300.0,165.0,L,Tunisie-annonce TN,2831805,13.93939393939394
Ben arous,380.0,110.0,L,Tunisie-annonce TN,2785325,3.4545454545454546
Ben arous,440.0,120.0,L,Tunisie-annonce TN,2672423,3.6666666666666665
Ariana,1500.0,180.0,L,Tunisie-annonce TN,2781349,8.333333333333334
Ariana,1200.0,200.0,L,Tunisie-annonce TN,2757785,6.0
Banlieue Nord,190000.0,75.0,V,Jumia TN,L-TN-00154094,2533.3333333333335
Ariana,900.0,50.0,L,Tunisie-annonce TN,2814104,18.0
Sousse,100.0,100.0,L,Tunisie-annonce TN,2812533,1.0
Ariana,215000.0,134.0,V,Jumia TN,L-TN-00104832,1604.4776119402984
Ben arous,256900.0,180.0,V,Jumia TN,L-TN-00123027,1427.2222222222222
Banlieue Nord,310000.0,155.0,V,Jumia TN,L-TN-00152779,2000.0
Banlieue Nord,600.0,120.0,L,Tunisie-annonce TN,2812265,5.0
Cite el khadra,780.0,70.0,L,Tunisie-annonce TN,2831821,11.142857142857142
Sousse,180000.0,100.0,V,Jumia TN,L-TN-00140916,1800.0
Sousse,100.0,90.0,L,Tunisie-annonce TN,2774693,1.1111111111111112
Ben arous,220000.0,146.0,V,Jumia TN,L-TN-00141426,1506.849315068493
Ariana,1050.0,208.0,L,Tunisie-annonce TN,2831820,5.048076923076923
Sousse,550.0,120.0,L,Tunisie-annonce TN,2827949,4.583333333333333
Ariana,206000.0,118.0,V,Jumia TN,L-TN-00159308,1745.7627118644068
Tunis,550.0,75.0,L,Tunisie-annonce TN,2817302,7.333333333333333
Ariana,14000.0,1200.0,L,Tunisie-annonce TN,2782248,11.666666666666666
Ariana,260000.0,140.0,V,Jumia TN,L-TN-00107588,1857.142857142857
Ariana,89880.0,54.0,V,Jumia TN,L-TN-00150442,1664.4444444444443
Banlieue Nord,280000.0,123.0,V,Jumia TN,L-TN-00147235,2276.4227642276423
Ariana,150360.0,90.0,V,Jumia TN,L-TN-00150739,1670.6666666666667
Ariana,530.0,150.0,L,Tunisie-annonce TN,2827300,3.533333333333333
Banlieue Nord,210000.0,134.0,V,Jumia TN,L-TN-00160002,1567.1641791044776
Banlieue Nord,1900.0,135.0,L,Tunisie-annonce TN,2831834,14.074074074074074
Ben arous,400.0,60.0,L,Tunisie-annonce TN,2822925,6.666666666666667
Sousse,152550.0,100.0,V,Jumia TN,L-TN-00150440,1525.5
Banlieue Nord,4500.0,450.0,L,Tunisie-annonce TN,2341177,10.0
Ariana,300000.0,139.0,V,Jumia TN,L-TN-00150404,2158.273381294964
Nabeul,308000.0,140.0,V,Jumia TN,L-TN-00144987,2200.0
Ariana,1000.0,22.0,L,Tunisie-annonce TN,2771608,45.45454545454545
Sousse,130000.0,90.0,V,Jumia TN,L-TN-00115857,1444.4444444444443
Banlieue Nord,750.0,65.0,L,Tunisie-annonce TN,2819747,11.538461538461538
Ariana,255000.0,120.0,V,Jumia TN,L-TN-00154671,2125.0
Bardo,1200.0,90.0,L,Tunisie-annonce TN,1081692,13.333333333333334
Bizerte,115000.0,90.0,V,Jumia TN,L-TN-00152543,1277.7777777777778
Banlieue Nord,205000.0,47.0,V,Jumia TN,L-TN-00148156,4361.702127659574
Ariana,1150.0,160.0,L,Tunisie-annonce TN,2786513,7.1875
Ariana,1150.0,133.0,L,Tunisie-annonce TN,2743348,8.646616541353383
Nabeul,130000.0,65.0,V,Jumia TN,L-TN-00156528,2000.0
Banlieue Nord,3500.0,500.0,L,Tunisie-annonce TN,2213217,7.0
Sousse,557387.0,139.0,V,Jumia TN,L-TN-00152479,4009.978417266187
Banlieue Nord,450000.0,150.0,V,Jumia TN,L-TN-00156951,3000.0
Sousse,600.0,120.0,L,Tunisie-annonce TN,2748642,5.0
Ariana,250000.0,200.0,V,Jumia TN,L-TN-00147892,1250.0
Ariana,100.0,100.0,L,Tunisie-annonce TN,1346533,1.0
Ariana,2500.0,500.0,L,Tunisie-annonce TN,2818645,5.0
Ariana,250000.0,136.0,V,Jumia TN,L-TN-00154685,1838.235294117647
Ariana,4000.0,423.0,L,Tunisie-annonce TN,2796071,9.456264775413711
Ben arous,700.0,130.0,L,Tunisie-annonce TN,2760224,5.384615384615385
Sousse,169000.0,106.0,V,Jumia TN,L-TN-00155352,1594.3396226415093
Banlieue Nord,1450.0,140.0,L,Tunisie-annonce TN,2776331,10.357142857142858
Ariana,500.0,120.0,V,Jumia TN,L-TN-00158113,4.166666666666667
Ariana,335461.0,169.0,V,Jumia TN,L-TN-00146139,1984.9763313609467
Ben arous,360.0,60.0,L,Tunisie-annonce TN,2806934,6.0
Banlieue Nord,870.0,30.0,L,Tunisie-annonce TN,2775351,29.0
Ariana,1300.0,500.0,L,Tunisie-annonce TN,2267759,2.6
Ariana,155000.0,130.0,V,Jumia TN,L-TN-00151012,1192.3076923076924
Nabeul,1400.0,138.0,L,Tunisie-annonce TN,2811871,10.144927536231885
Mahdia,278900.0,115.0,V,Jumia TN,L-TN-00100385,2425.217391304348
Ariana,1200.0,200.0,L,Tunisie-annonce TN,2764219,6.0
Mannouba,150.0,120.0,L,Tunisie-annonce TN,2831849,1.25
Sousse,410000.0,165.0,V,Jumia TN,L-TN-00131579,2484.848484848485
Ben arous,600.0,80.0,L,Tunisie-annonce TN,2790499,7.5
Mannouba,130000.0,105.0,V,Jumia TN,L-TN-00132437,1238.095238095238
Ariana,6500.0,700.0,L,Tunisie-annonce TN,2814245,9.285714285714286
Ariana,6000.0,590.0,L,Tunisie-annonce TN,2773356,10.169491525423728
Nabeul,250000.0,144.0,V,Jumia TN,L-TN-00072504,1736.111111111111
Ariana,700.0,600.0,L,Tunisie-annonce TN,2808256,1.1666666666666667
Banlieue Nord,850.0,110.0,L,Tunisie-annonce TN,2819843,7.7272727272727275
Banlieue Nord,1442.0,87.0,V,Jumia TN,L-TN-00141941,16.57471264367816
Ariana,1000.0,169.0,L,Tunisie-annonce TN,2776127,5.9171597633136095
Ariana,363000.0,158.0,V,Jumia TN,L-TN-00135084,2297.46835443038
Banlieue Nord,130.0,110.0,L,Tunisie-annonce TN,2818750,1.1818181818181819
Banlieue Nord,1460000.0,205.0,V,Jumia TN,L-TN-00146870,7121.951219512195
Banlieue Nord,411000.0,179.0,V,Jumia TN,L-TN-00149767,2296.08938547486
Banlieue Nord,417000.0,154.0,V,Jumia TN,L-TN-00161427,2707.7922077922076
Banlieue Nord,1550.0,130.0,L,Tunisie-annonce TN,2768974,11.923076923076923
Banlieue Nord,135000.0,65.0,V,Jumia TN,L-TN-00152575,2076.923076923077
Nabeul,150000.0,97.0,V,Jumia TN,L-TN-00152873,1546.3917525773195
Ariana,900.0,150.0,L,Tunisie-annonce TN,2831840,6.0
Ariana,230000.0,118.0,V,Jumia TN,L-TN-00163662,1949.1525423728813
Ariana,1050.0,120.0,L,Tunisie-annonce TN,2738272,8.75
Ben arous,380.0,90.0,L,Tunisie-annonce TN,2823294,4.222222222222222
Sousse,245.0,105.0,V,Jumia TN,L-TN-00142370,2.3333333333333335
Banlieue Nord,500.0,40.0,L,Tunisie-annonce TN,2831857,12.5
Banlieue Nord,364000.0,130.0,V,Jumia TN,L-TN-00136564,2800.0
Tunis,500.0,60.0,L,Tunisie-annonce TN,2827479,8.333333333333334
Tunis,700.0,60.0,L,Tunisie-annonce TN,2800149,11.666666666666666
Ariana,418000.0,168.0,V,Jumia TN,L-TN-00148984,2488.095238095238
Tunis,1200.0,170.0,L,Tunisie-annonce TN,2831852,7.0588235294117645
Sousse,239000.0,120.0,V,Jumia TN,L-TN-00142073,1991.6666666666667
Ariana,185000.0,72.0,V,Jumia TN,L-TN-00127540,2569.4444444444443
Sousse,4000.0,1200.0,L,Tunisie-annonce TN,778519,3.3333333333333335
Ariana,293000.0,144.0,V,Jumia TN,L-TN-00150511,2034.7222222222222
Tunis,659.0,80.0,L,Tunisie-annonce TN,2830010,8.2375
Sousse,180000.0,87.0,V,Jumia TN,L-TN-00136625,2068.9655172413795
Nabeul,130.0,70.0,L,Tunisie-annonce TN,2824729,1.8571428571428572
Sousse,280000.0,50.0,V,Jumia TN,L-TN-00146914,5600.0
Mannouba,700.0,120.0,L,Tunisie-annonce TN,2829539,5.833333333333333
Ariana,750.0,70.0,L,Tunisie-annonce TN,2831874,10.714285714285714
Banlieue Nord,495000.0,168.0,V,Jumia TN,L-TN-00123132,2946.4285714285716
Ariana,96040.0,53.0,V,Jumia TN,L-TN-00149690,1812.0754716981132
Banlieue Nord,400.0,60.0,L,Tunisie-annonce TN,2831870,6.666666666666667
Ariana,550.0,60.0,L,Tunisie-annonce TN,2812869,9.166666666666666
Nabeul,400000.0,171.0,V,Jumia TN,L-TN-00107462,2339.1812865497077
Banlieue Nord,350.0,70.0,L,Tunisie-annonce TN,2827262,5.0
Sfax,700.0,100.0,L,Tunisie-annonce TN,2831868,7.0
Banlieue Nord,750000.0,120.0,V,Jumia TN,L-TN-00129440,6250.0
Sousse,180000.0,115.0,V,Jumia TN,L-TN-00135335,1565.2173913043478
Ariana,680.0,70.0,L,Tunisie-annonce TN,2831867,9.714285714285714
Sousse,1100000.0,250.0,V,Jumia TN,L-TN-00121461,4400.0
Banlieue Nord,400.0,65.0,L,Tunisie-annonce TN,2831866,6.153846153846154
Ariana,1100.0,140.0,L,Tunisie-annonce TN,2822318,7.857142857142857
Sousse,380000.0,162.0,V,Jumia TN,L-TN-00105498,2345.679012345679
Banlieue Nord,220000.0,77.0,V,Jumia TN,L-TN-00136615,2857.1428571428573
Ariana,75000.0,50.0,V,Jumia TN,L-TN-00153708,1500.0
Sousse,750.0,100.0,L,Tunisie-annonce TN,2827130,7.5
Ariana,356000.0,137.0,V,Jumia TN,L-TN-00129066,2598.5401459854015
Banlieue Nord,250.0,270.0,L,Tunisie-annonce TN,2786353,0.9259259259259259
Banlieue Nord,2500.0,100.0,L,Tunisie-annonce TN,2831883,25.0
Sousse,185000.0,150.0,V,Jumia TN,L-TN-00154659,1233.3333333333333
Banlieue Nord,383000.0,151.0,V,Jumia TN,L-TN-00158368,2536.4238410596026
Banlieue Nord,420.0,100.0,L,Tunisie-annonce TN,2821033,4.2
Tunis,900.0,60.0,L,Tunisie-annonce TN,1886737,15.0
Ariana,150360.0,89.0,V,Jumia TN,L-TN-00155247,1689.438202247191
Banlieue Nord,500.0,40.0,L,Tunisie-annonce TN,2831881,12.5
Banlieue Nord,525000.0,118.0,V,Jumia TN,L-TN-00137938,4449.152542372882
Ariana,2500.0,650.0,L,Tunisie-annonce TN,2785033,3.8461538461538463
Ariana,205000.0,105.0,V,Jumia TN,L-TN-00154710,1952.3809523809523
Tunis,400.0,87.0,L,Tunisie-annonce TN,2827092,4.597701149425287
Ariana,100.0,50.0,L,Tunisie-annonce TN,865400,2.0
Banlieue Nord,240000.0,85.0,V,Jumia TN,L-TN-00146320,2823.529411764706
Mannouba,750.0,115.0,L,Tunisie-annonce TN,2831877,6.521739130434782
Banlieue Nord,306000.0,116.0,V,Jumia TN,L-TN-00158373,2637.9310344827586
Ariana,1500.0,50.0,L,Tunisie-annonce TN,864880,30.0
Sousse,360000.0,90.0,V,Jumia TN,L-TN-00155681,4000.0
Ariana,850.0,130.0,L,Tunisie-annonce TN,2824914,6.538461538461538
Tunis,3200.0,187.0,L,Tunisie-annonce TN,2815935,17.112299465240643
Ben arous,190000.0,130.0,V,Jumia TN,L-TN-00123968,1461.5384615384614
Banlieue Nord,159000.0,70.0,V,Jumia TN,L-TN-00154635,2271.4285714285716
Ariana,500.0,33.0,L,Tunisie-annonce TN,2826353,15.151515151515152
Banlieue Nord,3000.0,300.0,L,Tunisie-annonce TN,2802508,10.0
Jendouba,280.0,50.0,L,Tunisie-annonce TN,2340374,5.6
Banlieue Nord,450000.0,285.0,V,Jumia TN,L-TN-00163304,1578.9473684210527
Ariana,570000.0,228.0,V,Jumia TN,L-TN-00147504,2500.0
Banlieue Nord,375000.0,65.0,V,Jumia TN,L-TN-00147355,5769.2307692307695
Banlieue Nord,3000.0,300.0,L,Tunisie-annonce TN,2815348,10.0
Ariana,1050.0,140.0,L,Tunisie-annonce TN,2825342,7.5
Banlieue Nord,950000.0,231.0,V,Jumia TN,L-TN-00112110,4112.554112554112
Cite el khadra,5000.0,440.0,L,Tunisie-annonce TN,2782097,11.363636363636363
Banlieue Nord,6000.0,180.0,L,Tunisie-annonce TN,2411054,33.333333333333336
Ariana,1250.0,200.0,L,Tunisie-annonce TN,2209546,6.25
Sousse,160000.0,95.0,V,Jumia TN,L-TN-00120824,1684.2105263157894
Ariana,5000.0,300.0,L,Tunisie-annonce TN,2794256,16.666666666666668
Sousse,138000.0,40.0,V,Jumia TN,L-TN-00147987,3450.0
Ariana,308000.0,145.0,V,Jumia TN,L-TN-00132419,2124.137931034483
Sfax,700.0,148.0,L,Tunisie-annonce TN,2806603,4.72972972972973
Banlieue Nord,205000.0,105.0,V,Jumia TN,L-TN-00153683,1952.3809523809523
Mannouba,650.0,160.0,L,Tunisie-annonce TN,2803141,4.0625
Djerba,400000.0,294.0,V,Jumia TN,L-TN-00135218,1360.544217687075
Cite el khadra,2000.0,101.0,L,Tunisie-annonce TN,2779973,19.801980198019802
Ariana,215000.0,102.0,V,Jumia TN,L-TN-00159262,2107.843137254902
Banlieue Nord,900.0,160.0,L,Tunisie-annonce TN,2831931,5.625
Banlieue Nord,237600.0,88.0,V,Jumia TN,L-TN-00106642,2700.0
Banlieue Nord,238000.0,138.0,V,Jumia TN,L-TN-00104829,1724.6376811594203
Ben arous,470.0,150.0,L,Tunisie-annonce TN,2707344,3.1333333333333333
Tunis,420.0,60.0,L,Tunisie-annonce TN,2831919,7.0
Ariana,700.0,70.0,L,Tunisie-annonce TN,2817325,10.0
Banlieue Nord,350000.0,140.0,V,Jumia TN,L-TN-00131940,2500.0
Ben arous,450.0,100.0,L,Tunisie-annonce TN,2825227,4.5
Sousse,130000.0,79.0,V,Jumia TN,L-TN-00155366,1645.5696202531647
Sousse,100.0,80.0,L,Tunisie-annonce TN,2778861,1.25
Nabeul,300000.0,169.0,V,Jumia TN,L-TN-00100604,1775.1479289940828
Ariana,170000.0,147.0,V,Jumia TN,L-TN-00154875,1156.4625850340135
Banlieue Nord,2200.0,380.0,L,Tunisie-annonce TN,2830881,5.7894736842105265
Banlieue Nord,1600.0,150.0,L,Tunisie-annonce TN,2753362,10.666666666666666
Nabeul,800.0,150.0,L,Tunisie-annonce TN,2828200,5.333333333333333
Ariana,257000.0,136.0,V,Jumia TN,L-TN-00153116,1889.7058823529412
Ariana,250000.0,171.0,V,Jumia TN,L-TN-00151374,1461.9883040935672
Banlieue Nord,600.0,50.0,L,Tunisie-annonce TN,2831898,12.0
Nabeul,900.0,120.0,L,Tunisie-annonce TN,2595749,7.5
Sousse,450000.0,134.0,V,Jumia TN,L-TN-00115893,3358.208955223881
Ariana,208000.0,106.0,V,Jumia TN,L-TN-00148724,1962.2641509433963
Ariana,600.0,120.0,L,Tunisie-annonce TN,2771837,5.0
Banlieue Nord,205000.0,105.0,V,Jumia TN,L-TN-00154266,1952.3809523809523
Banlieue Nord,659000.0,240.0,V,Jumia TN,L-TN-00161409,2745.8333333333335
Banlieue Nord,1750.0,160.0,L,Tunisie-annonce TN,2816714,10.9375
Ariana,500.0,50.0,L,Tunisie-annonce TN,2831895,10.0
Nabeul,335000.0,147.0,V,Jumia TN,L-TN-00129007,2278.91156462585
Tunis,450.0,100.0,L,Tunisie-annonce TN,2828204,4.5
Banlieue Nord,250000.0,112.0,V,Jumia TN,L-TN-00149836,2232.1428571428573
Tunis,750.0,100.0,L,Tunisie-annonce TN,2816463,7.5
Sousse,248000.0,113.0,V,Jumia TN,L-TN-00140784,2194.690265486726
Nabeul,800.0,140.0,L,Tunisie-annonce TN,2828196,5.714285714285714
Tunis,450.0,50.0,L,Tunisie-annonce TN,2831891,9.0
Banlieue Nord,560000.0,163.0,V,Jumia TN,L-TN-00113949,3435.5828220858893
Ariana,1500.0,40.0,L,Tunisie-annonce TN,2790133,37.5
Ariana,1100.0,160.0,L,Tunisie-annonce TN,2828269,6.875
Ben arous,440.0,180.0,L,Tunisie-annonce TN,2814457,2.4444444444444446
Ariana,212870.0,122.0,V,Jumia TN,L-TN-00153326,1744.8360655737704
Banlieue Nord,1000.0,240.0,L,Tunisie-annonce TN,2784610,4.166666666666667
Ariana,85680.0,51.0,V,Jumia TN,L-TN-00149557,1680.0
Tunis,1200.0,190.0,L,Tunisie-annonce TN,2779766,6.315789473684211
Banlieue Nord,900.0,60.0,L,Tunisie-annonce TN,2826847,15.0
Nabeul,220000.0,117.0,V,Jumia TN,L-TN-00161573,1880.3418803418804
Sousse,700.0,42.0,L,Tunisie-annonce TN,2588310,16.666666666666668
Nabeul,1300000.0,254.0,V,Jumia TN,L-TN-00148365,5118.110236220473
Banlieue Nord,200000.0,65.0,V,Jumia TN,L-TN-00142539,3076.923076923077
Banlieue Nord,680.0,110.0,L,Tunisie-annonce TN,2831914,6.181818181818182
Sousse,220000.0,138.0,V,Jumia TN,L-TN-00136630,1594.2028985507247
Bizerte,210000.0,60.0,V,Jumia TN,L-TN-00160846,3500.0
Ariana,160000.0,150.0,V,Jumia TN,L-TN-00154302,1066.6666666666667
Ariana,250000.0,136.0,V,Jumia TN,L-TN-00157597,1838.235294117647
Ariana,357425.0,143.0,V,Jumia TN,L-TN-00153784,2499.4755244755243
Sousse,160000.0,122.0,V,Jumia TN,L-TN-00154224,1311.4754098360656
Ben arous,490000.0,200.0,V,Jumia TN,L-TN-00114694,2450.0
Nabeul,380000.0,150.0,V,Jumia TN,L-TN-00090328,2533.3333333333335
Ariana,68880.0,41.0,V,Jumia TN,L-TN-00150553,1680.0
Sousse,240000.0,170.0,V,Jumia TN,L-TN-00132845,1411.764705882353
Ariana,119000.0,70.0,V,Jumia TN,L-TN-00158645,1700.0
Ben arous,200000.0,187.0,V,Jumia TN,L-TN-00150617,1069.51871657754
Ariana,153000.0,130.0,V,Jumia TN,L-TN-00154284,1176.923076923077
Nabeul,135000.0,200.0,V,Jumia TN,L-TN-00126297,675.0
Monastir,125000.0,70.0,V,Jumia TN,L-TN-00115144,1785.7142857142858
Ariana,250000.0,172.0,V,Jumia TN,L-TN-00154015,1453.4883720930231
Nabeul,750000.0,400.0,V,Jumia TN,L-TN-00147731,1875.0
Nabeul,190000.0,74.0,V,Jumia TN,L-TN-00101704,2567.5675675675675
Ben arous,105000.0,64.0,V,Jumia TN,L-TN-00136604,1640.625
Ariana,462000.0,201.0,V,Jumia TN,L-TN-00133014,2298.507462686567
Banlieue Nord,204000.0,77.0,V,Jumia TN,L-TN-00161444,2649.3506493506493
Ben arous,600.0,100.0,L,Tunisie-annonce TN,2826927,6.0
Banlieue Nord,178000.0,105.0,V,Jumia TN,L-TN-00149231,1695.2380952380952
Monastir,350.0,40.0,L,Tunisie-annonce TN,2807963,8.75
Ariana,182000.0,65.0,V,Jumia TN,L-TN-00159342,2800.0
Nabeul,160000.0,67.0,V,Jumia TN,L-TN-00148900,2388.0597014925374
Ben arous,215000.0,100.0,V,Jumia TN,L-TN-00163493,2150.0
Ariana,400000.0,180.0,V,Jumia TN,L-TN-00087492,2222.222222222222
Banlieue Nord,405000.0,150.0,V,Jumia TN,L-TN-00161429,2700.0
Sousse,285000.0,135.0,V,Jumia TN,L-TN-00161751,2111.1111111111113
Sousse,322000.0,119.0,V,Jumia TN,L-TN-00140509,2705.8823529411766
Sousse,230000.0,76.0,V,Jumia TN,L-TN-00140283,3026.315789473684
Banlieue Nord,500000.0,300.0,V,Jumia TN,L-TN-00149783,1666.6666666666667
Ariana,260000.0,120.0,V,Jumia TN,L-TN-00153113,2166.6666666666665
Ben arous,163000.0,100.0,V,Jumia TN,L-TN-00114705,1630.0
Sousse,180000.0,87.0,V,Jumia TN,L-TN-00139374,2068.9655172413795
Sousse,100000.0,78.0,V,Jumia TN,L-TN-00105642,1282.051282051282
Ariana,125000.0,56.0,V,Jumia TN,L-TN-00149796,2232.1428571428573
Ariana,160000.0,150.0,V,Jumia TN,L-TN-00147477,1066.6666666666667
Sousse,60.0,80.0,V,Jumia TN,L-TN-00138592,0.75
Banlieue Nord,313800.0,133.0,V,Jumia TN,L-TN-00158098,2359.3984962406016
Banlieue Nord,692000.0,236.0,V,Jumia TN,L-TN-00149807,2932.2033898305085
Banlieue Nord,450000.0,174.0,V,Jumia TN,L-TN-00126511,2586.206896551724
Ariana,551000.0,155.0,V,Jumia TN,L-TN-00129070,3554.8387096774195
Ariana,255000.0,120.0,V,Jumia TN,L-TN-00153664,2125.0
Banlieue Nord,2500.0,500.0,L,Tunisie-annonce TN,2830872,5.0
Ariana,206000.0,118.0,V,Jumia TN,L-TN-00154606,1745.7627118644068
Ariana,153000.0,130.0,V,Jumia TN,L-TN-00154273,1176.923076923077
Ariana,223000.0,106.0,V,Jumia TN,L-TN-00113685,2103.7735849056603
Sousse,195000.0,90.0,V,Jumia TN,L-TN-00134258,2166.6666666666665
Nabeul,216000.0,92.0,V,Jumia TN,L-TN-00144988,2347.8260869565215
